SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
56002719,3.8,2.5,3.2,-1,-1,-1,4.5,6.75,7.75,-1,6.33
56002720,4.2,5.25,3.8,-1,-1,-1,3.75,7.5,8.5,-1,6.58
56002721,3.2,4.75,5.0,-1,-1,-1,6.0,6.5,7.0,-1,6.5
56002722,4.4,6.5,4.6,4.75,4.5,4.75,6.75,9.0,9.0,4.67,8.25
56002723,7.6,5.75,4.4,7.5,7.5,4.5,-1,-1,-1,6.5,-1
56002724,5.2,4.25,4.4,-1,-1,-1,4.75,7.0,7.5,-1,6.42
56002725,5.6,4.75,4.6,-1,-1,-1,4.0,7.25,8.25,-1,6.5
56002726,4.8,5.92,6.2,-1,-1,-1,5.0,6.75,8.25,-1,6.67
56002727,4.0,6.0,3.8,-1,-1,-1,4.5,8.0,8.75,-1,7.08
56002728,7.8,6.75,8.2,6.5,8.0,6.0,-1,-1,-1,6.83,-1
56002729,6.8,7.25,5.8,6.25,6.75,8.0,-1,-1,-1,7.0,-1
56002730,4.4,5.5,4.2,3.75,1.5,4.25,-1,-1,-1,3.17,-1
56002731,7.4,3.75,4.0,6.0,4.75,4.0,-1,-1,-1,4.92,-1
